,FORM_PARENT,FORM_GRAND_PARENT,FORM_CHILD_1,FORM_CHILD_2,FORM_CHILD_3
75727,em,região,,,
75728,região,Provence,Estados_Unidos,,
75729,Estados_Unidos,em,,,
75730,em,região,os,,
75731,ensinou,,,,
75732,irmãos,eram,,,
75733,eram,,Os,Gershwin,
75734,irmãos,eram,,,
75735,,,irmãos,diferentes,.
75736,diferentes,eram,,,
75737,eram,,tão,completavam,
75738,completavam,diferentes,,,
75739,completavam,diferentes,,,
75740,diferentes,eram,que,se,a
75741,completavam,diferentes,maravilhas,,
75742,maravilhas,a,,,
75743,a,completavam,as,,
75744,eram,,,,
75745,fazia,,,,
75746,,,George,música,","
75747,música,fazia,,,
75748,fazia,,a,,
75749,fazia,,,,
75750,fazia,,letra,",",desse
75751,letra,Ira,,,
75752,Ira,fazia,a,,
75753,Ira,fazia,,,
75754,desse,Ira,,,
75755,desse,Ira,,,
75756,desse,Ira,em,,
75757,como,desse,parceria,,
75758,parceria,em,,,
75759,em,como,toda,,
75760,desse,Ira,,,
75761,desse,Ira,,,
75762,Ira,fazia,embora,",",como
75763,desse,Ira,em,,
75764,palpites,desse,especialidade,,
75765,especialidade,em,,,
75766,em,palpites,a,de,
75767,especialidade,em,outro,,
75768,outro,de,,,
75769,de,especialidade,o,,
75770,fazia,,,,
75771,sugeria,,,,
75772,,,Às_vezes,a,mudança
75773,sugeria,,George,,
75774,a,sugeria,,,
75775,mudança,sugeria,,,
75776,sugeria,,uma,em,
75777,mudança,sugeria,andamento,,
75778,andamento,em,,,
75779,em,mudança,o,,
75780,sugeria,,,,
75781,sugeria,,adequasse,,
75782,adequasse,para,,,
75783,adequasse,para,,,
75784,adequasse,para,,,
75785,para,sugeria,que,este,se
75786,adequasse,para,,,
75787,adequasse,para,letra,,
75788,letra,a,,,
75789,a,adequasse,a,,
75790,sugeria,,,,
75791,caso,foi,,,
75792,foi,,Um,típico,
75793,caso,foi,,,
75794,,,caso,o,.
75795,foi,,de,,
75796,o,foi,Someone_to_Watch_Over_Me,,
75797,Someone_to_Watch_Over_Me,de,,,
75798,de,o,«,»,(
75799,Someone_to_Watch_Over_Me,de,,,
75800,Someone_to_Watch_Over_Me,de,,,
75801,Someone_to_Watch_Over_Me,de,,,
75802,Someone_to_Watch_Over_Me,de,,,
75803,Someone_to_Watch_Over_Me,de,,,
75804,nasceu,Someone_to_Watch_Over_Me,,,
75805,Someone_to_Watch_Over_Me,de,que,«,brejeira
75806,nasceu,Someone_to_Watch_Over_Me,,,
75807,nasceu,Someone_to_Watch_Over_Me,,,
75808,nasceu,Someone_to_Watch_Over_Me,,,
75809,nasceu,Someone_to_Watch_Over_Me,,,
75810,recomendou,nasceu,,,
75811,nasceu,Someone_to_Watch_Over_Me,Ira,tornasse,
75812,tornasse,recomendou,,,
75813,tornasse,recomendou,,,
75814,tornasse,recomendou,,,
75815,recomendou,nasceu,que,ela,se
75816,balada,tornasse,,,
75817,tornasse,recomendou,uma,romântica,
75818,balada,tornasse,,,
75819,foi,,,,
75820,jogador,fez,,,
75821,fez,,O,,
75822,fez,,,,
75823,fez,,ganharia,,
75824,ganharia,sabendo,,,
75825,sabendo,fez,que,US$,
75826,US$,ganharia,,,
75827,ganharia,sabendo,mais_de,mil,
75828,mil,US$,,,
75829,US$,ganharia,250,,
75830,fez,,,,
75831,,,jogador,",",sabendo
75832,ordenou,fez,,,
75833,voz,ordenou,,,
75834,ordenou,fez,a,,
75835,fez,,o_que,voz,
75836,fez,,,,
75837,roleta,girou,,,
75838,girou,,A,,
75839,,,roleta,",",e
75840,girou,,,,
75841,girou,,,,
75842,perdeu,girou,,,
75843,girou,,ele,,
75844,girou,,,,
75845,traz,,em,,
75846,Dividido,traz,partes,,
75847,partes,em,,,
75848,em,Dividido,seis,,
75849,traz,,,,
75850,livro,traz,,,
75851,traz,,o,,
75852,,,Dividido,",",livro
75853,capítulos,traz,,,
75854,traz,,32,procuram,
75855,procuram,capítulos,,,
75856,capítulos,traz,que,abranger,
75857,procuram,capítulos,recursos,,
75858,recursos,abranger,,,
75859,recursos,abranger,,,
75860,abranger,procuram,todos,os,de
75861,recursos,abranger,programa,,
75862,programa,de,,,
75863,de,recursos,o,,
75864,traz,,,,
75865,,,didático,e,utiliza
75866,didático,É,,,
75867,É,,bastante,,
75868,É,,,,
75869,É,,bem,desenhos,para
75870,utiliza,É,,,
75871,utiliza,É,,,
75872,utiliza,É,exemplificar,,
75873,para,utiliza,efeitos,,
75874,exemplificar,para,especiais,,
75875,efeitos,exemplificar,,,
75876,É,,,,
75877,medidas,reduziram,,,
75878,reduziram,,Essas,,
75879,,,medidas,disponibilidade,em
75880,disponibilidade,reduziram,,,
75881,reduziram,,a,de,
75882,disponibilidade,reduziram,dinheiro,,
75883,de,disponibilidade,,,
75884,reduziram,,sistema,,
75885,sistema,em,,,
75886,em,reduziram,o,bancário,
75887,sistema,em,,,
75888,reduziram,,,,
75889,bancos,passaram,,,
75890,bancos,passaram,,,
75891,passaram,reduziram,os,grandes,
75892,reduziram,,bancos,a,fornecer
75893,passaram,reduziram,,,
75894,fornecer,passaram,,,
75895,passaram,reduziram,não,recursos,
75896,fornecer,passaram,para,,
75897,recursos,fornecer,instituições,,
75898,instituições,para,,,
75899,instituições,para,,,
75900,para,recursos,as,pequenas,
75901,reduziram,,,,
75902,tancredismo,concedeu,,,
75903,concedeu,,O,,
75904,,,tancredismo,a,oportunidade
75905,concedeu,,teórico,,
75906,teórico,a,,,
75907,teórico,a,,,
75908,teórico,a,,,
75909,a,concedeu,o,seu,principal
75910,teórico,a,,,
75911,teórico,a,e,senador,
75912,professor,teórico,,,
75913,professor,teórico,Fernando_Henrique_Cardoso,,
75914,senador,professor,,,
75915,teórico,a,,,
75916,oportunidade,concedeu,,,
75917,concedeu,,a,de,
75918,oportunidade,concedeu,esboçar,,
75919,de,oportunidade,filosofia,,
75920,filosofia,esboçar,,,
75921,esboçar,de,a,política,de
75922,filosofia,esboçar,,,
75923,filosofia,esboçar,mudancismo,,
75924,mudancismo,de,,,
75925,de,filosofia,o,,
75926,concedeu,,,,
75927,texto,é,,,
75928,é,,O,,
75929,,,texto,curto,e
75930,é,,e,prático,
75931,curto,é,,,
75932,curto,é,,,
75933,é,,,,
75934,capítulos,são,,,
75935,capítulos,são,,,
75936,são,é,todos,os,
75937,é,,capítulos,recheados,
75938,são,é,de,,
75939,recheados,são,notas,,
75940,de,recheados,",",dicas,e
75941,notas,de,,,
75942,notas,de,,,
75943,notas,de,,,
75944,notas,de,,,
75945,notas,de,,,
75946,notas,de,com,,
75947,ilustradas,notas,figuras,,
75948,figuras,com,,,
75949,figuras,com,,,
75950,com,ilustradas,as,respectivas,Note
75951,Note,figuras,,,
75952,figuras,com,«,»,","
75953,Note,figuras,,,
75954,Note,figuras,,,
75955,Note,figuras,,,
75956,Note,figuras,,,
75957,Note,figuras,,,
75958,Note,figuras,,,
75959,Note,figuras,,,
75960,Note,figuras,,,
75961,Note,figuras,,,
75962,é,,,,
75963,grave,são,,,
75964,grave,são,,,
75965,são,,O,mais,
75966,são,,,,
75967,são,,,,
75968,são,,,,
75969,,,grave,",",no_entanto
75970,problemas,são,,,
75971,são,,os,poderão,
75972,enfrentar,poderão,,,
75973,clientes,poderão,,,
75974,poderão,problemas,os,,
75975,problemas,são,clientes,enfrentar,
75976,poderão,problemas,que,,
75977,são,,,,
75978,,,ainda,recebe,.
75979,Notamos,,,,
75980,recebe,Notamos,,,
75981,recebe,Notamos,,,
75982,inscreve,recebe,,,
75983,passageiro,inscreve,,,
75984,inscreve,recebe,um,brasileiro,
75985,passageiro,inscreve,,,
75986,inscreve,recebe,,,
75987,recebe,Notamos,quando,passageiro,se
75988,inscreve,recebe,programa,,
75989,programa,em,,,
75990,em,inscreve,um,de,de
75991,programa,em,milhagem,,
75992,de,programa,,,
75993,programa,em,companhia,,
75994,companhia,de,,,
75995,de,programa,uma,aérea,internacional
75996,companhia,de,,,
75997,companhia,de,,,
75998,serve,companhia,,,
75999,companhia,de,que,Brasil,
76000,Brasil,serve,,,
76001,serve,companhia,o,,
76002,recebe,Notamos,,,
76003,dias,recebe,,,
76004,dias,recebe,,,
76005,recebe,Notamos,passados,30,
76006,recebe,Notamos,,,
76007,Notamos,,que,",",inscreve
76008,proposta,recebe,,,
76009,recebe,Notamos,a,de,
76010,proposta,recebe,Iapa,,
76011,Iapa,de,,,
76012,de,proposta,a,,
76013,Notamos,,,,
76014,contribuindo,estão,,,
76015,estão,,,,
76016,for,contribuindo,,,
76017,procedimento,for,,,
76018,for,contribuindo,tal,,
76019,for,contribuindo,,,
76020,contribuindo,estão,se,procedimento,não
76021,for,contribuindo,,,
76022,for,contribuindo,,,
76023,for,contribuindo,realmente,conivência,
76024,tiver,for,,,
76025,conivência,tiver,,,
76026,tiver,for,a,de,
76027,conivência,tiver,transportadoras,,
76028,transportadoras,de,,,
76029,de,conivência,as,aéreas,
76030,transportadoras,de,,,
76031,estão,,,,
76032,estão,,,,
76033,,,",",",",estas
76034,contribuindo,estão,,,
76035,estão,,Ou_seja,for,expressamente
76036,contribuindo,estão,concorrência,,
76037,concorrência,para,,,
76038,para,contribuindo,a,desleal,perante
76039,concorrência,para,e,ilícita,
76040,desleal,concorrência,,,
76041,desleal,concorrência,,,
76042,concorrência,para,agentes,,
76043,agentes,perante,,,
76044,perante,concorrência,os,de,
76045,agentes,perante,viagens,,
76046,de,agentes,,,
76047,contribuindo,estão,preservar,,
76048,preservar,além_de,,,
76049,além_de,contribuindo,não,clientes,
76050,clientes,preservar,,,
76051,preservar,além_de,seus,",",são
76052,clientes,preservar,,,
76053,são,clientes,,,
76054,consultados,são,,,
76055,clientes,preservar,que,consultados,
76056,são,clientes,não,sobre,
76057,consultados,são,querem,,
76058,querem,sobre,,,
76059,sobre,consultados,se,ou,receber
76060,querem,sobre,,,
76061,receber,querem,,,
76062,querem,sobre,não,propostas,
76063,propostas,receber,,,
76064,receber,querem,tais,,
76065,querem,sobre,,,
76066,autorizam,querem,,,
76067,querem,sobre,se,divulgação,
76068,divulgação,autorizam,,,
76069,autorizam,querem,a,de,
76070,divulgação,autorizam,nomes,,
76071,nomes,de,,,
76072,de,divulgação,seus,e,endereços
76073,nomes,de,,,
76074,nomes,de,,,
76075,estão,,,,
76076,partiu,assumiu,,,
76077,assumiu,,Como,de,pedido
76078,partiu,assumiu,PT,,
76079,PT,de,,,
76080,de,partiu,o,,
76081,pedido,partiu,,,
76082,partiu,assumiu,o,de,
76083,pedido,partiu,encontro,,
76084,de,pedido,com,,
76085,encontro,de,presidente,,
76086,presidente,com,,,
76087,com,encontro,o,Nelson_Mandela,
76088,presidente,com,,,
76089,assumiu,,,,
76090,partido,assumiu,,,
76091,partido,assumiu,,,
76092,assumiu,,o,próprio,
76093,,,partiu,",",partido
76094,custos,assumiu,,,
76095,assumiu,,os,de,
76096,custos,assumiu,trecho,,
76097,trecho,de,,,
76098,de,custos,o,de,
76099,trecho,de,viagem,,
76100,viagem,de,,,
76101,de,trecho,a,inclui,
76102,inclui,viagem,,,
76103,viagem,de,que,África_do_Sul,
76104,África_do_Sul,inclui,,,
76105,inclui,viagem,a,,
76106,assumiu,,,,
76107,resumem,,tesoureira,,
76108,tesoureira,Segundo,,,
76109,Segundo,resumem,a,de,","
76110,tesoureira,Segundo,campanha,,
76111,campanha,de,,,
76112,de,tesoureira,a,de,
76113,campanha,de,Lula,,
76114,de,campanha,,,
76115,tesoureira,Segundo,,,
76116,tesoureira,Segundo,,,
76117,tesoureira,Segundo,,,
76118,custos,resumem,,,
76119,resumem,,os,,
76120,resumem,,,,
76121,,,Segundo,custos,se
76122,resumem,,passagem,,
76123,passagem,a,,,
76124,a,resumem,a,aérea,
76125,passagem,a,,,
76126,resumem,,,,
76127,ficou,resumem,,,
76128,candidato,ficou,,,
76129,ficou,resumem,o,,
76130,resumem,,já_que,candidato,hospedado
76131,ficou,resumem,em,,
76132,hospedado,ficou,casa,,
76133,casa,em,,,
76134,em,hospedado,a,de,
76135,casa,em,embaixador,,
76136,embaixador,de,,,
76137,de,casa,o,de,em
76138,embaixador,de,Brasil,,
76139,Brasil,de,,,
76140,de,embaixador,o,,
76141,embaixador,de,África_do_Sul,,
76142,África_do_Sul,em,,,
76143,em,embaixador,a,,
76144,embaixador,de,,,
76145,embaixador,de,,,
76146,resumem,,,,
76147,iam,,prática,,
76148,prática,Em,,,
76149,Em,iam,a,,
76150,iam,,,,
76151,iam,,iriam,,
76152,iriam,os,,,
76153,os,iam,que,constituir,
76154,iriam,os,cerne,,
76155,cerne,constituir,,,
76156,constituir,iriam,o,e,base
76157,cerne,constituir,,,
76158,base,cerne,,,
76159,cerne,constituir,a,de,
76160,base,cerne,partido,,
76161,partido,de,,,
76162,de,base,o,,
76163,,,Em,",",os
76164,longe,iam,,,
76165,iam,,mais,,
76166,iam,,,,
76167,iam,,autoritarismo,,
76168,autoritarismo,condenavam,,,
76169,condenavam,iam,o,",",oportunismo
76170,autoritarismo,condenavam,,,
76171,oportunismo,autoritarismo,,,
76172,autoritarismo,condenavam,o,,
76173,autoritarismo,condenavam,,,
76174,clientelismo,autoritarismo,,,
76175,autoritarismo,condenavam,o,,
76176,autoritarismo,condenavam,,,
76177,fisiologismo,autoritarismo,,,
76178,autoritarismo,condenavam,o,,
76179,iam,,,,
76180,diz,corre,,,
76181,gente,diz,,,
76182,diz,corre,a,,
76183,diz,corre,,,
76184,corre,,Quando,gente,se
76185,diz,corre,,,
76186,corre,,,,
76187,,,diz,",",risco
76188,risco,corre,,,
76189,corre,,o,de,
76190,risco,corre,evocar,,
76191,de,risco,modelos,,
76192,evocar,de,anteriores,,
76193,modelos,evocar,,,
76194,corre,,,,
76195,engajamento,deve,,,
76196,deve,corre,o,,
76197,encontrar,deve,,,
76198,corre,,engajamento,encontrar,
76199,deve,corre,hoje,formas,
76200,encontrar,deve,novas,,
76201,formas,encontrar,,,
76202,corre,,,,
76203,,,patamar,.,
76204,patamar,Ostentavam,,,
76205,Ostentavam,,um,sólido,
76206,sólido,patamar,,,
76207,patamar,Ostentavam,aparentemente,",",evidenciava
76208,sólido,patamar,,,
76209,evidenciava,sólido,,,
76210,sólido,patamar,que,radicalidade,
76211,radicalidade,evidenciava,,,
76212,evidenciava,sólido,a,de,
76213,radicalidade,evidenciava,estratos,e,de
76214,estratos,de,,,
76215,de,radicalidade,os,médios,
76216,estratos,de,,,
76217,de,radicalidade,,,
76218,de,radicalidade,intelectuais,,
76219,intelectuais,de,,,
76220,de,de,os,envolvidos,
76221,intelectuais,de,em,,
76222,envolvidos,intelectuais,rejeição,,
76223,rejeição,em,,,
76224,em,envolvidos,a,de,
76225,rejeição,em,status_quo,,
76226,status_quo,de,,,
76227,status_quo,de,,,
76228,de,rejeição,o,«,»
76229,status_quo,de,,,
76230,Ostentavam,,,,
76231,notícia,demonstra,,,
76232,demonstra,,A,veiculada,de
76233,notícia,demonstra,por,(,em
76234,veiculada,notícia,Folha,,
76235,Folha,por,,,
76236,por,veiculada,esta,,
76237,veiculada,notícia,,,
76238,veiculada,notícia,10/10/1994,,
76239,em,veiculada,,,
76240,veiculada,notícia,,,
76241,notícia,demonstra,pretende,,
76242,pretende,de,,,
76243,presidente,pretende,,,
76244,pretende,de,o,eleito,Fernando_Henrique_Cardoso
76245,presidente,pretende,,,
76246,presidente,pretende,,,
76247,de,notícia,que,presidente,propor
76248,pretende,de,fim,,
76249,fim,propor,,,
76250,propor,pretende,o,de,
76251,fim,propor,unicidade,,
76252,unicidade,de,,,
76253,de,fim,a,sindical,(
76254,unicidade,de,,,
76255,unicidade,de,,,
76256,unicidade,de,único,representando,
76257,sindicato,unicidade,,,
76258,sindicato,unicidade,categoria,",",está
76259,categoria,representando,,,
76260,categoria,representando,,,
76261,representando,sindicato,a,mesma,e
76262,categoria,representando,,,
76263,categoria,representando,base,,
76264,base,em,,,
76265,base,em,,,
76266,em,categoria,a,mesma,territorial
76267,base,em,,,
76268,representando,sindicato,,,
76269,está,representando,,,
76270,representando,sindicato,conforme,previsto,
76271,está,representando,em,,
76272,previsto,está,artigo,,
76273,artigo,em,,,
76274,em,previsto,o,8º,","
76275,artigo,em,,,
76276,artigo,em,,,
76277,artigo,em,de,,
76278,II,artigo,Constituição_Federal,,
76279,Constituição_Federal,de,,,
76280,de,II,a,de,
76281,Constituição_Federal,de,1988,,
76282,de,Constituição_Federal,,,
76283,unicidade,de,,,
76284,demonstra,,com,,
76285,juntamente,demonstra,contrato,,
76286,contrato,com,,,
76287,com,juntamente,o,coletivo,de
76288,contrato,com,,,
76289,contrato,com,trabalho,,
76290,de,contrato,,,
76291,demonstra,,,,
76292,,,notícia,juntamente,","
76293,coerência,demonstra,,,
76294,demonstra,,sua,com,
76295,coerência,demonstra,modernização,,
76296,modernização,com,,,
76297,com,coerência,a,de,
76298,modernização,com,relações,,
76299,relações,de,,,
76300,de,modernização,as,sociais,
76301,relações,de,,,
76302,demonstra,,,,
76303,afirmam,,,,
76304,afirmam,,,,
76305,estudiosos,afirmam,,,
76306,afirmam,,os,de,
76307,estudiosos,afirmam,matéria,,
76308,matéria,de,,,
76309,de,estudiosos,a,,
76310,,,Com_efeito,",",estudiosos
76311,está,afirmam,,,
76312,negociação,está,,,
76313,está,afirmam,a,coletiva,de
76314,negociação,está,,,
76315,negociação,está,trabalho,,
76316,de,negociação,,,
76317,afirmam,,que,negociação,relacionada
76318,relacionada,está,,,
76319,está,afirmam,diretamente,com,editora
76320,relacionada,está,modelo,,
76321,modelo,com,,,
76322,com,relacionada,o,de,(
76323,modelo,com,organização,,
76324,de,modelo,sindical,,
76325,organização,de,,,
76326,modelo,com,,,
76327,modelo,com,Amauri_Mascaro_Nascimento,,
76328,cf.,modelo,,,
76329,modelo,com,,,
76330,modelo,com,Direito_Sindical,,
76331,Direito_Sindical,em,,,
76332,em,modelo,«,»,
76333,Direito_Sindical,em,,,
76334,modelo,com,,,
76335,relacionada,está,Saraiva,",",1989
76336,editora,relacionada,,,
76337,editora,relacionada,,,
76338,editora,relacionada,,,
76339,editora,relacionada,,,
76340,editora,relacionada,313,,
76341,pág.,editora,,,
76342,editora,relacionada,,,
76343,afirmam,,,,
76344,prefeito,decretou,,,
76345,decretou,,O,Mercedes_Ribeiro_de_Miranda,(
76346,prefeito,decretou,,,
76347,prefeito,decretou,,,
76348,prefeito,decretou,,,
76349,prefeito,decretou,,,
76350,,,prefeito,estado,em
76351,decretou,,de,,
76352,estado,decretou,calamidade,,
76353,de,estado,pública,,
76354,calamidade,de,,,
76355,decretou,,cidade,,
76356,cidade,em,,,
76357,em,decretou,a,",",ficou
76358,cidade,em,,,
76359,ficou,cidade,,,
76360,cidade,em,que,sem,durante
76361,ficou,cidade,água,,
76362,sem,ficou,e,luz,
76363,água,sem,,,
76364,água,sem,,,
76365,ficou,cidade,horas,,
76366,horas,durante,,,
76367,durante,ficou,22,,
76368,decretou,,,,
76369,anunciantes,estão,,,
76370,anunciantes,estão,,,
76371,estão,,Todos,os,aderiram
76372,aderiram,anunciantes,,,
76373,anunciantes,estão,que,a,
76374,aderiram,anunciantes,idéia,,
76375,idéia,a,,,
76376,a,aderiram,a,de,
76377,idéia,a,clubes,,
76378,clubes,de,,,
76379,de,idéia,os,infantis,
76380,clubes,de,,,
76381,,,anunciantes,atrás_de,.
76382,estão,,mercado,,
76383,mercado,atrás_de,,,
76384,atrás_de,estão,um,de,:
76385,mercado,atrás_de,dimensões,,
76386,de,mercado,gigantescas,,
76387,dimensões,de,,,
76388,mercado,atrás_de,,,
76389,miniconsumidores,gastaram,,,
76390,gastaram,mercado,os,americanos,em
76391,miniconsumidores,gastaram,,,
76392,miniconsumidores,gastaram,faixa,,
76393,faixa,em,,,
76394,em,miniconsumidores,a,de,entre
76395,faixa,em,idade,,
76396,de,faixa,,,
76397,faixa,em,anos,,
76398,anos,entre,e,12,
76399,4,anos,,,
76400,4,anos,,,
76401,entre,faixa,4,,
76402,mercado,atrás_de,miniconsumidores,em,US$
76403,gastaram,mercado,ano,,
76404,ano,em,,,
76405,em,gastaram,o,passado,
76406,ano,em,,,
76407,gastaram,mercado,bilhões,de,
76408,bilhões,US$,,,
76409,US$,gastaram,"7,3",,
76410,US$,gastaram,mesadas,,
76411,mesadas,de,,,
76412,mesadas,de,,,
76413,mesadas,de,,,
76414,de,US$,as,suas,próprias
76415,gastaram,mercado,,,
76416,gastaram,mercado,famílias,a,
76417,famílias,influenciaram,,,
76418,influenciaram,gastaram,suas,,
76419,influenciaram,gastaram,comprar,,
76420,a,influenciaram,US$,,
76421,US$,comprar,,,
76422,comprar,a,mais,bilhões,
76423,bilhões,US$,,,
76424,US$,comprar,130,,
76425,estão,,,,
76426,dinheiro,parece,,,
76427,parece,,Tanto,,
76428,,,dinheiro,tornar,.
76429,parece,,desprezível,ética,
76430,tornar,parece,,,
76431,ética,tornar,,,
76432,tornar,parece,a,de,
76433,ética,tornar,marketing,,
76434,marketing,de,,,
76435,de,ética,o,:,recebe
76436,marketing,de,,,
76437,Delta,recebe,,,
76438,recebe,marketing,a,,
76439,marketing,de,Delta,centenas,
76440,recebe,marketing,de,,
76441,centenas,recebe,cartas,,
76442,de,centenas,de,,
76443,cartas,de,crianças,,
76444,de,cartas,denunciando,,
76445,crianças,de,pais,,
76446,denunciando,crianças,ou,parentes,preferiram
76447,pais,denunciando,,,
76448,pais,denunciando,,,
76449,preferiram,pais,,,
76450,pais,denunciando,que,viajar,
76451,preferiram,pais,por,",",configurando
76452,viajar,preferiram,companhias,,
76453,companhias,por,,,
76454,por,viajar,outras,aéreas,
76455,companhias,por,,,
76456,viajar,preferiram,,,
76457,viajar,preferiram,estímulo,,
76458,estímulo,configurando,,,
76459,estímulo,configurando,,,
76460,configurando,viajar,um,claro,a
76461,estímulo,configurando,dedodurismo,,
76462,dedodurismo,a,,,
76463,dedodurismo,a,,,
76464,a,estímulo,o,«,»
76465,dedodurismo,a,,,
76466,dedodurismo,a,,,
76467,parece,,,,
76468,recebeu,,,,
76469,,,Fabiane,CR$,.
76470,recebeu,,mil,para,
76471,mil,CR$,,,
76472,CR$,recebeu,35,,
76473,CR$,recebeu,usar,,
76474,para,CR$,camiseta,e,gritar
76475,usar,para,de,,
76476,camiseta,usar,candidata,,
76477,candidata,de,,,
76478,de,camiseta,a,,
76479,usar,para,,,
76480,usar,para,nome,,
76481,nome,gritar,,,
76482,gritar,usar,o,de,
76483,nome,gritar,Quércia,,
76484,de,nome,,,
76485,recebeu,,,,
76486,manteve,,largada,,
76487,largada,Em,,,
76488,Em,manteve,a,,
76489,manteve,,,,
76490,manteve,,",",havia,
76491,Ayrton_Senna,manteve,,,
76492,havia,Ayrton_Senna,,,
76493,Ayrton_Senna,manteve,que,feito,","
76494,havia,Ayrton_Senna,pole_position,,
76495,pole_position,feito,,,
76496,feito,havia,a,,
76497,havia,Ayrton_Senna,,,
76498,,,Em,",",Ayrton_Senna
76499,colocação,manteve,,,
76500,colocação,manteve,,,
76501,manteve,,a,primeira,
76502,manteve,,,,
76503,disse,,aqui,a,
76504,Estou,disse,,,
76505,Estou,disse,trabalho,,
76506,a,Estou,,,
76507,disse,,,,
76508,disse,,,,
76509,,,Estou,»,","
76510,disse,,,,
76511,pertência,,,,
