,FUNC-3,FUNC-2,FUNC-1,FUNC+1,FUNC+2,FUNC+3
89966,N<,STA,>N,ADVL,CO,CJT
89967,STA,>N,>A,CO,CJT,>N
89968,>N,>A,ADVL,CJT,>N,ACC
89969,>A,ADVL,CO,>N,ACC,N<
89970,ADVL,CO,CJT,ACC,N<,>N
89971,CO,CJT,>N,N<,>N,P<
89972,CJT,>N,ACC,>N,P<,ADVL
89973,>N,ACC,N<,P<,ADVL,>N
89974,ACC,N<,>N,ADVL,>N,>N
89975,N<,>N,P<,>N,>N,P<
89976,>N,P<,ADVL,>N,P<,N<
89977,P<,ADVL,>N,P<,N<,>N
89978,ADVL,>N,>N,N<,>N,>N
89979,>N,>N,P<,>N,>N,P<
89980,>N,P<,N<,>N,P<,PU
89981,P<,N<,>N,P<,PU,
89982,N<,>N,>N,PU,,
89983,>N,>N,P<,,,
89984,,,,SUBJ,N<,STA
89985,,,>N,N<,STA,SC
89986,,>N,SUBJ,STA,SC,N<
89987,>N,SUBJ,N<,SC,N<,SUBJ
89988,SUBJ,N<,STA,N<,SUBJ,P<
89989,N<,STA,SC,SUBJ,P<,>N
89990,STA,SC,N<,P<,>N,ACC
89991,SC,N<,SUBJ,>N,ACC,N<
89992,N<,SUBJ,P<,ACC,N<,PU
89993,SUBJ,P<,>N,N<,PU,>N
89994,P<,>N,ACC,PU,>N,CO
89995,>N,ACC,N<,>N,CO,CJT
89996,ACC,N<,PU,CO,CJT,N<PRED
89997,N<,PU,>N,CJT,N<PRED,PU
89998,PU,>N,CO,N<PRED,PU,N<
89999,>N,CO,CJT,PU,N<,SUB
90000,CO,CJT,N<PRED,N<,SUB,>N
90001,CJT,N<PRED,PU,SUB,>N,SUBJ
90002,N<PRED,PU,N<,>N,SUBJ,ACC
90003,PU,N<,SUB,SUBJ,ACC,P<
90004,N<,SUB,>N,ACC,P<,ADVL
90005,SUB,>N,SUBJ,P<,ADVL,PIV
90006,>N,SUBJ,ACC,ADVL,PIV,>N
90007,SUBJ,ACC,P<,PIV,>N,P<
90008,ACC,P<,ADVL,>N,P<,PU
90009,P<,ADVL,PIV,P<,PU,ADVL
90010,ADVL,PIV,>N,PU,ADVL,ACC
90011,PIV,>N,P<,ADVL,ACC,N<
90012,>N,P<,PU,ACC,N<,N<
90013,P<,PU,ADVL,N<,N<,P<
90014,PU,ADVL,ACC,N<,P<,PU
90015,ADVL,ACC,N<,P<,PU,
90016,ACC,N<,N<,PU,,
90017,N<,N<,P<,,,
90018,,,,STA,ACC,N<ARGO
90019,,,ADVL,ACC,N<ARGO,>N
90020,,ADVL,STA,N<ARGO,>N,SUBJ
90021,ADVL,STA,ACC,>N,SUBJ,P<
90022,STA,ACC,N<ARGO,SUBJ,P<,MV
90023,ACC,N<ARGO,>N,P<,MV,ADVL
90024,N<ARGO,>N,SUBJ,MV,ADVL,A<
90025,>N,SUBJ,P<,ADVL,A<,>N
90026,SUBJ,P<,MV,A<,>N,SUBJ
90027,P<,MV,ADVL,>N,SUBJ,P<
90028,MV,ADVL,A<,SUBJ,P<,X
90029,ADVL,A<,>N,P<,X,ADVL
90030,A<,>N,SUBJ,X,ADVL,PU
90031,>N,SUBJ,P<,ADVL,PU,>N
90032,SUBJ,P<,X,PU,>N,ACC
90033,P<,X,ADVL,>N,ACC,N<
90034,X,ADVL,PU,ACC,N<,SUBJ
90035,ADVL,PU,>N,N<,SUBJ,N<
90036,PU,>N,ACC,SUBJ,N<,>N
90037,>N,ACC,N<,N<,>N,ACC
90038,ACC,N<,SUBJ,>N,ACC,CO
90039,N<,SUBJ,N<,ACC,CO,CJT
90040,SUBJ,N<,>N,CO,CJT,ADVL
90041,N<,>N,ACC,CJT,ADVL,PU
90042,>N,ACC,CO,ADVL,PU,>N
90043,ACC,CO,CJT,PU,>N,ACC
90044,CO,CJT,ADVL,>N,ACC,N<
90045,CJT,ADVL,PU,ACC,N<,N<
90046,ADVL,PU,>N,N<,N<,P<
90047,PU,>N,ACC,N<,P<,N<
90048,>N,ACC,N<,P<,N<,P<
90049,ACC,N<,N<,N<,P<,N<
90050,N<,N<,P<,P<,N<,PU
90051,N<,P<,N<,N<,PU,
90052,P<,N<,P<,PU,,
90053,N<,P<,N<,,,
90054,,,,STA,SUB,PU
90055,,,SUBJ,SUB,PU,SUBJ
90056,,SUBJ,STA,PU,SUBJ,ADVL
90057,SUBJ,STA,SUB,SUBJ,ADVL,SA
90058,STA,SUB,PU,ADVL,SA,PU
90059,SUB,PU,SUBJ,SA,PU,>N
90060,PU,SUBJ,ADVL,PU,>N,SUBJ
90061,SUBJ,ADVL,SA,>N,SUBJ,N<ARGO
90062,ADVL,SA,PU,SUBJ,N<ARGO,>N
90063,SA,PU,>N,N<ARGO,>N,P<
90064,PU,>N,SUBJ,>N,P<,ACC
90065,>N,SUBJ,N<ARGO,P<,ACC,ADVL
90066,SUBJ,N<ARGO,>N,ACC,ADVL,P<
90067,N<ARGO,>N,P<,ADVL,P<,PU
90068,>N,P<,ACC,P<,PU,
90069,P<,ACC,ADVL,PU,,
90070,ACC,ADVL,P<,,,
90071,,,,SUBJ,CO,CJT
90072,,,>N,CO,CJT,N<
90073,,>N,SUBJ,CJT,N<,N<
90074,>N,SUBJ,CO,N<,N<,P<
90075,SUBJ,CO,CJT,N<,P<,N<
90076,CO,CJT,N<,P<,N<,CO
90077,CJT,N<,N<,N<,CO,>N
90078,N<,N<,P<,CO,>N,>N
90079,N<,P<,N<,>N,>N,CJT
90080,P<,N<,CO,>N,CJT,STA
90081,N<,CO,>N,CJT,STA,>N
90082,CO,>N,>N,STA,>N,ADVL
90083,>N,>N,CJT,>N,ADVL,N<
90084,>N,CJT,STA,ADVL,N<,P<
90085,CJT,STA,>N,N<,P<,ADVL
90086,STA,>N,ADVL,P<,ADVL,>N
90087,>N,ADVL,N<,ADVL,>N,P<
90088,ADVL,N<,P<,>N,P<,ADVL
90089,N<,P<,ADVL,P<,ADVL,P<
90090,P<,ADVL,>N,ADVL,P<,PU
90091,ADVL,>N,P<,P<,PU,ADVL
90092,>N,P<,ADVL,PU,ADVL,A<
90093,P<,ADVL,P<,ADVL,A<,P<
90094,ADVL,P<,PU,A<,P<,MV
90095,P<,PU,ADVL,P<,MV,>N
90096,PU,ADVL,A<,MV,>N,ACC
90097,ADVL,A<,P<,>N,ACC,ADVL
90098,A<,P<,MV,ACC,ADVL,>N
90099,P<,MV,>N,ADVL,>N,P<
90100,MV,>N,ACC,>N,P<,N<
90101,>N,ACC,ADVL,P<,N<,>N
90102,ACC,ADVL,>N,N<,>N,P<
90103,ADVL,>N,P<,>N,P<,N<
90104,>N,P<,N<,P<,N<,ADVL
90105,P<,N<,>N,N<,ADVL,P<
90106,N<,>N,P<,ADVL,P<,PU
90107,>N,P<,N<,P<,PU,
90108,P<,N<,ADVL,PU,,
90109,N<,ADVL,P<,,,
90110,,,,>N,SUBJ,STA
90111,,,>N,SUBJ,STA,SC
90112,,>N,>N,STA,SC,N<
90113,>N,>N,SUBJ,SC,N<,>N
90114,>N,SUBJ,STA,N<,>N,P<
90115,SUBJ,STA,SC,>N,P<,PU
90116,STA,SC,N<,P<,PU,APP
90117,SC,N<,>N,PU,APP,PU
90118,N<,>N,P<,APP,PU,PU
90119,>N,P<,PU,PU,PU,N<PRED
90120,P<,PU,APP,PU,N<PRED,N<
90121,PU,APP,PU,N<PRED,N<,SUBJ
90122,APP,PU,PU,N<,SUBJ,N<
90123,PU,PU,N<PRED,SUBJ,N<,PIV
90124,PU,N<PRED,N<,N<,PIV,>N
90125,N<PRED,N<,SUBJ,PIV,>N,P<
90126,N<,SUBJ,N<,>N,P<,N<
90127,SUBJ,N<,PIV,P<,N<,>N
90128,N<,PIV,>N,N<,>N,P<
90129,PIV,>N,P<,>N,P<,PU
90130,>N,P<,N<,P<,PU,
90131,P<,N<,>N,PU,,
90132,N<,>N,P<,,,
90133,,,,SUBJ,N<,STA
90134,,,>N,N<,STA,ADVL
90135,,>N,SUBJ,STA,ADVL,ACC
90136,>N,SUBJ,N<,ADVL,ACC,>N
90137,SUBJ,N<,STA,ACC,>N,SUBJ
90138,N<,STA,ADVL,>N,SUBJ,N<
90139,STA,ADVL,ACC,SUBJ,N<,>N
90140,ADVL,ACC,>N,N<,>N,N<PRED
90141,ACC,>N,SUBJ,>N,N<PRED,N<
90142,>N,SUBJ,N<,N<PRED,N<,P<
90143,SUBJ,N<,>N,N<,P<,P
90144,N<,>N,N<PRED,P<,P,ACC
90145,>N,N<PRED,N<,P,ACC,N<
90146,N<PRED,N<,P<,ACC,N<,P<
90147,N<,P<,P,N<,P<,N<
90148,P<,P,ACC,P<,N<,>N
90149,P,ACC,N<,N<,>N,P<
90150,ACC,N<,P<,>N,P<,PU
90151,N<,P<,N<,P<,PU,
90152,P<,N<,>N,PU,,
90153,N<,>N,P<,,,
90154,,,,SUBJ,STA,ADVL
90155,,,>N,STA,ADVL,>N
90156,,>N,SUBJ,ADVL,>N,P<
90157,>N,SUBJ,STA,>N,P<,N<
90158,SUBJ,STA,ADVL,P<,N<,P<
90159,STA,ADVL,>N,N<,P<,PU
90160,ADVL,>N,P<,P<,PU,CJT
90161,>N,P<,N<,PU,CJT,CO
90162,P<,N<,P<,CJT,CO,CJT
90163,N<,P<,PU,CO,CJT,>N
90164,P<,PU,CJT,CJT,>N,ACC
90165,PU,CJT,CO,>N,ACC,N<
90166,CJT,CO,CJT,ACC,N<,P<
90167,CO,CJT,>N,N<,P<,ADVL
90168,CJT,>N,ACC,P<,ADVL,>N
90169,>N,ACC,N<,ADVL,>N,P<
90170,ACC,N<,P<,>N,P<,N<
90171,N<,P<,ADVL,P<,N<,>N
90172,P<,ADVL,>N,N<,>N,P<
90173,ADVL,>N,P<,>N,P<,PU
90174,>N,P<,N<,P<,PU,
90175,P<,N<,>N,PU,,
90176,N<,>N,P<,,,
90177,,,,STA,SUB,>N
90178,,,SUBJ,SUB,>N,SUBJ
90179,,SUBJ,STA,>N,SUBJ,N<
90180,SUBJ,STA,SUB,SUBJ,N<,>N
90181,STA,SUB,>N,N<,>N,P<
90182,SUB,>N,SUBJ,>N,P<,ACC
90183,>N,SUBJ,N<,P<,ACC,>N
90184,SUBJ,N<,>N,ACC,>N,ACC
90185,N<,>N,P<,>N,ACC,N<ARGS
90186,>N,P<,ACC,ACC,N<ARGS,>N
90187,P<,ACC,>N,N<ARGS,>N,P<
90188,ACC,>N,ACC,>N,P<,PU
90189,>N,ACC,N<ARGS,P<,PU,SUBJ
90190,ACC,N<ARGS,>N,PU,SUBJ,ADVL
90191,N<ARGS,>N,P<,SUBJ,ADVL,N<PRED
90192,>N,P<,PU,ADVL,N<PRED,MV
90193,P<,PU,SUBJ,N<PRED,MV,PIV
90194,PU,SUBJ,ADVL,MV,PIV,>N
90195,SUBJ,ADVL,N<PRED,PIV,>N,P<
90196,ADVL,N<PRED,MV,>N,P<,N<
90197,N<PRED,MV,PIV,P<,N<,>N
90198,MV,PIV,>N,N<,>N,P<
90199,PIV,>N,P<,>N,P<,PU
90200,>N,P<,N<,P<,PU,
90201,P<,N<,>N,PU,,
90202,N<,>N,P<,,,
90203,,,,SUBJ,N<,>N
90204,,,>N,N<,>N,P<
90205,,>N,SUBJ,>N,P<,PU
90206,>N,SUBJ,N<,P<,PU,N<PRED
90207,SUBJ,N<,>N,PU,N<PRED,N<
90208,N<,>N,P<,N<PRED,N<,PU
90209,>N,P<,PU,N<,PU,STA
90210,P<,PU,N<PRED,PU,STA,SUB
90211,PU,N<PRED,N<,STA,SUB,ACC
90212,N<PRED,N<,PU,SUB,ACC,PU
90213,N<,PU,STA,ACC,PU,ACC
90214,PU,STA,SUB,PU,ACC,N<
90215,STA,SUB,ACC,ACC,N<,N<
90216,SUB,ACC,PU,N<,N<,P<
90217,ACC,PU,ACC,N<,P<,ACC
90218,PU,ACC,N<,P<,ACC,ADVL
90219,ACC,N<,N<,ACC,ADVL,PU
90220,N<,N<,P<,ADVL,PU,PU
90221,N<,P<,ACC,PU,PU,
90222,P<,ACC,ADVL,PU,,
90223,ACC,ADVL,PU,,,
90224,,,,SUBJ,PU,ADVL
90225,,,>N,PU,ADVL,PU
90226,,>N,SUBJ,ADVL,PU,ADVL
90227,>N,SUBJ,PU,PU,ADVL,STA
90228,SUBJ,PU,ADVL,ADVL,STA,SC
90229,PU,ADVL,PU,STA,SC,A<
90230,ADVL,PU,ADVL,SC,A<,P<
90231,PU,ADVL,STA,A<,P<,>N
90232,ADVL,STA,SC,P<,>N,ACC
90233,STA,SC,A<,>N,ACC,ADVL
90234,SC,A<,P<,ACC,ADVL,>N
90235,A<,P<,>N,ADVL,>N,P<
90236,P<,>N,ACC,>N,P<,N<
90237,>N,ACC,ADVL,P<,N<,PU
90238,ACC,ADVL,>N,N<,PU,
90239,ADVL,>N,P<,PU,,
90240,>N,P<,N<,,,
90241,,,,PU,>N,SUBJ
90242,,,UTT,>N,SUBJ,QUE
90243,,UTT,PU,SUBJ,QUE,ACC
90244,UTT,PU,>N,QUE,ACC,MV
90245,PU,>N,SUBJ,ACC,MV,>N
90246,>N,SUBJ,QUE,MV,>N,ACC
90247,SUBJ,QUE,ACC,>N,ACC,PU
90248,QUE,ACC,MV,ACC,PU,
90249,ACC,MV,>N,PU,,
90250,MV,>N,ACC,,,
90251,,,,PU,>N,N<PRED
90252,,,SUBJ,>N,N<PRED,N<
90253,,SUBJ,PU,N<PRED,N<,>N
90254,SUBJ,PU,>N,N<,>N,P<
90255,PU,>N,N<PRED,>N,P<,PU
90256,>N,N<PRED,N<,P<,PU,STA
90257,N<PRED,N<,>N,PU,STA,ADVL
90258,N<,>N,P<,STA,ADVL,ACC
90259,>N,P<,PU,ADVL,ACC,AUX
90260,P<,PU,STA,ACC,AUX,MV
90261,PU,STA,ADVL,AUX,MV,PIV
90262,STA,ADVL,ACC,MV,PIV,>N
90263,ADVL,ACC,AUX,PIV,>N,P<
90264,ACC,AUX,MV,>N,P<,N<ARGO
90265,AUX,MV,PIV,P<,N<ARGO,>N
90266,MV,PIV,>N,N<ARGO,>N,P<
90267,PIV,>N,P<,>N,P<,N<
90268,>N,P<,N<ARGO,P<,N<,>N
90269,P<,N<ARGO,>N,N<,>N,P<
90270,N<ARGO,>N,P<,>N,P<,N<
90271,>N,P<,N<,P<,N<,P<
90272,P<,N<,>N,N<,P<,>N
90273,N<,>N,P<,P<,>N,ACC
90274,>N,P<,N<,>N,ACC,PU
90275,P<,N<,P<,ACC,PU,
90276,N<,P<,>N,PU,,
90277,P<,>N,ACC,,,
90278,,,,SUBJ,N<,>N
90279,,,>N,N<,>N,P<
90280,,>N,SUBJ,>N,P<,STA
90281,>N,SUBJ,N<,P<,STA,SUB
90282,SUBJ,N<,>N,STA,SUB,>N
90283,N<,>N,P<,SUB,>N,SUBJ
90284,>N,P<,STA,>N,SUBJ,N<
90285,P<,STA,SUB,SUBJ,N<,PU
90286,STA,SUB,>N,N<,PU,N<PRED
90287,SUB,>N,SUBJ,PU,N<PRED,N<
90288,>N,SUBJ,N<,N<PRED,N<,>N
90289,SUBJ,N<,PU,N<,>N,P<
90290,N<,PU,N<PRED,>N,P<,PU
90291,PU,N<PRED,N<,P<,PU,ACC
90292,N<PRED,N<,>N,PU,ACC,ACC
90293,N<,>N,P<,ACC,ACC,ADVL
90294,>N,P<,PU,ACC,ADVL,>N
90295,P<,PU,ACC,ADVL,>N,>N
90296,PU,ACC,ACC,>N,>N,P<
90297,ACC,ACC,ADVL,>N,P<,CO
90298,ACC,ADVL,>N,P<,CO,CJT
90299,ADVL,>N,>N,CO,CJT,N<
90300,>N,>N,P<,CJT,N<,>N
90301,>N,P<,CO,N<,>N,P<
90302,P<,CO,CJT,>N,P<,PU
90303,CO,CJT,N<,P<,PU,
90304,CJT,N<,>N,PU,,
90305,N<,>N,P<,,,
90306,,,,PU,>N,STA
90307,,,UTT,>N,STA,PU
90308,,UTT,PU,STA,PU,SUBJ
90309,UTT,PU,>N,PU,SUBJ,N<PRED
90310,PU,>N,STA,SUBJ,N<PRED,ACC
90311,>N,STA,PU,N<PRED,ACC,N<
90312,STA,PU,SUBJ,ACC,N<,>N
90313,PU,SUBJ,N<PRED,N<,>N,P<
90314,SUBJ,N<PRED,ACC,>N,P<,N<
90315,N<PRED,ACC,N<,P<,N<,>N
90316,ACC,N<,>N,N<,>N,>N
90317,N<,>N,P<,>N,>N,P<
90318,>N,P<,N<,>N,P<,N<
90319,P<,N<,>N,P<,N<,P<
90320,N<,>N,>N,N<,P<,N<
90321,>N,>N,P<,P<,N<,>N
90322,>N,P<,N<,N<,>N,P<
90323,P<,N<,P<,>N,P<,N<
90324,N<,P<,N<,P<,N<,PU
90325,P<,N<,>N,N<,PU,UTT
90326,N<,>N,P<,PU,UTT,>N
90327,>N,P<,N<,UTT,>N,ACC
90328,P<,N<,PU,>N,ACC,N<
90329,N<,PU,UTT,ACC,N<,>N
90330,PU,UTT,>N,N<,>N,P<
90331,UTT,>N,ACC,>N,P<,PU
90332,>N,ACC,N<,P<,PU,
90333,ACC,N<,>N,PU,,
90334,N<,>N,P<,,,
90335,,,,ADVL,ADVL,STA
90336,,,SUBJ,ADVL,STA,>N
90337,,SUBJ,ADVL,STA,>N,ACC
90338,SUBJ,ADVL,ADVL,>N,ACC,CO
90339,ADVL,ADVL,STA,ACC,CO,>N
90340,ADVL,STA,>N,CO,>N,CJT
90341,STA,>N,ACC,>N,CJT,N<
90342,>N,ACC,CO,CJT,N<,P<
90343,ACC,CO,>N,N<,P<,SUBJ
90344,CO,>N,CJT,P<,SUBJ,N<
90345,>N,CJT,N<,SUBJ,N<,ACC
90346,CJT,N<,P<,N<,ACC,ACC
90347,N<,P<,SUBJ,ACC,ACC,COM
90348,P<,SUBJ,N<,ACC,COM,ADVL
90349,SUBJ,N<,ACC,COM,ADVL,CJT
90350,N<,ACC,ACC,ADVL,CJT,ACC
90351,ACC,ACC,COM,CJT,ACC,N<
90352,ACC,COM,ADVL,ACC,N<,PU
90353,COM,ADVL,CJT,N<,PU,P<
90354,ADVL,CJT,ACC,PU,P<,N<
90355,CJT,ACC,N<,P<,N<,N<
90356,ACC,N<,PU,N<,N<,PU
90357,N<,PU,P<,N<,PU,PIV
90358,PU,P<,N<,PU,PIV,P<
90359,P<,N<,N<,PIV,P<,SUBJ
90360,N<,N<,PU,P<,SUBJ,N<
90361,N<,PU,PIV,SUBJ,N<,SA
90362,PU,PIV,P<,N<,SA,>N
90363,PIV,P<,SUBJ,SA,>N,P<
90364,P<,SUBJ,N<,>N,P<,PU
90365,SUBJ,N<,SA,P<,PU,
90366,N<,SA,>N,PU,,
90367,SA,>N,P<,,,
90368,,,,>N,SUBJ,N<
90369,,,>N,SUBJ,N<,STA
90370,,>N,>N,N<,STA,SC
90371,>N,>N,SUBJ,STA,SC,>N
90372,>N,SUBJ,N<,SC,>N,ACC
90373,SUBJ,N<,STA,>N,ACC,N<ARGO
90374,N<,STA,SC,ACC,N<ARGO,>N
90375,STA,SC,>N,N<ARGO,>N,P<
90376,SC,>N,ACC,>N,P<,N<
90377,>N,ACC,N<ARGO,P<,N<,>A
90378,ACC,N<ARGO,>N,N<,>A,>N
90379,N<ARGO,>N,P<,>A,>N,>N
90380,>N,P<,N<,>N,>N,P<
90381,P<,N<,>A,>N,P<,N<
90382,N<,>A,>N,P<,N<,>N
90383,>A,>N,>N,N<,>N,P<
90384,>N,>N,P<,>N,P<,N<
90385,>N,P<,N<,P<,N<,ADVL
90386,P<,N<,>N,N<,ADVL,P<
90387,N<,>N,P<,ADVL,P<,ADVL
90388,>N,P<,N<,P<,ADVL,>N
90389,P<,N<,ADVL,ADVL,>N,P<
90390,N<,ADVL,P<,>N,P<,N<
90391,ADVL,P<,ADVL,P<,N<,P<
90392,P<,ADVL,>N,N<,P<,PU
90393,ADVL,>N,P<,P<,PU,
90394,>N,P<,N<,PU,,
90395,P<,N<,P<,,,
90396,,,,>N,P<,PU
90397,,,ADVL,P<,PU,SUBJ
90398,,ADVL,>N,PU,SUBJ,STA
90399,ADVL,>N,P<,SUBJ,STA,>N
90400,>N,P<,PU,STA,>N,ACC
90401,P<,PU,SUBJ,>N,ACC,N<ARGS
90402,PU,SUBJ,STA,ACC,N<ARGS,P<
90403,SUBJ,STA,>N,N<ARGS,P<,N<ARG
90404,STA,>N,ACC,P<,N<ARG,P<
90405,>N,ACC,N<ARGS,N<ARG,P<,N<
90406,ACC,N<ARGS,P<,P<,N<,N<
90407,N<ARGS,P<,N<ARG,N<,N<,>N
90408,P<,N<ARG,P<,N<,>N,P<
90409,N<ARG,P<,N<,>N,P<,CO
90410,P<,N<,N<,P<,CO,CJT
90411,N<,N<,>N,CO,CJT,>N
90412,N<,>N,P<,CJT,>N,>N
90413,>N,P<,CO,>N,>N,ACC
90414,P<,CO,CJT,>N,ACC,N<
90415,CO,CJT,>N,ACC,N<,ACC
90416,CJT,>N,>N,N<,ACC,P<
90417,>N,>N,ACC,ACC,P<,ADVL
90418,>N,ACC,N<,P<,ADVL,>N
90419,ACC,N<,ACC,ADVL,>N,P<
90420,N<,ACC,P<,>N,P<,PU
90421,ACC,P<,ADVL,P<,PU,
90422,P<,ADVL,>N,PU,,
90423,ADVL,>N,P<,,,
90424,,,,N<,>N,P<
90425,,,SUBJ,>N,P<,N<
90426,,SUBJ,N<,P<,N<,P<
90427,SUBJ,N<,>N,N<,P<,N<
90428,N<,>N,P<,P<,N<,CO
90429,>N,P<,N<,N<,CO,CJT
90430,P<,N<,P<,CO,CJT,STA
90431,N<,P<,N<,CJT,STA,ACC
90432,P<,N<,CO,STA,ACC,MV
90433,N<,CO,CJT,ACC,MV,PU
90434,CO,CJT,STA,MV,PU,ADVL
90435,CJT,STA,ACC,PU,ADVL,>N
90436,STA,ACC,MV,ADVL,>N,P<
90437,ACC,MV,PU,>N,P<,>N
90438,MV,PU,ADVL,P<,>N,ACC
90439,PU,ADVL,>N,>N,ACC,PU
90440,ADVL,>N,P<,ACC,PU,ADVL
90441,>N,P<,>N,PU,ADVL,P<
90442,P<,>N,ACC,ADVL,P<,>N
90443,>N,ACC,PU,P<,>N,ACC
90444,ACC,PU,ADVL,>N,ACC,N<
90445,PU,ADVL,P<,ACC,N<,>N
90446,ADVL,P<,>N,N<,>N,P<
90447,P<,>N,ACC,>N,P<,PU
90448,>N,ACC,N<,P<,PU,ADVL
90449,ACC,N<,>N,PU,ADVL,>N
90450,N<,>N,P<,ADVL,>N,ACC
90451,>N,P<,PU,>N,ACC,CO
90452,P<,PU,ADVL,ACC,CO,CJT
90453,PU,ADVL,>N,CO,CJT,PU
90454,ADVL,>N,ACC,CJT,PU,
90455,>N,ACC,CO,PU,,
90456,ACC,CO,CJT,,,
90457,,,,PU,ADVL,PU
90458,,,SUBJ,ADVL,PU,STA
90459,,SUBJ,PU,PU,STA,ACC
90460,SUBJ,PU,ADVL,STA,ACC,ADVL
90461,PU,ADVL,PU,ACC,ADVL,P<
90462,ADVL,PU,STA,ADVL,P<,>N
90463,PU,STA,ACC,P<,>N,>N
90464,STA,ACC,ADVL,>N,>N,ACC
90465,ACC,ADVL,P<,>N,ACC,N<
90466,ADVL,P<,>N,ACC,N<,CO
90467,P<,>N,>N,N<,CO,CJT
90468,>N,>N,ACC,CO,CJT,SUBJ
90469,>N,ACC,N<,CJT,SUBJ,S<
90470,ACC,N<,CO,SUBJ,S<,MV
90471,N<,CO,CJT,S<,MV,>N
90472,CO,CJT,SUBJ,MV,>N,ACC
90473,CJT,SUBJ,S<,>N,ACC,N<
90474,SUBJ,S<,MV,ACC,N<,CO
90475,S<,MV,>N,N<,CO,CJT
90476,MV,>N,ACC,CO,CJT,>N
90477,>N,ACC,N<,CJT,>N,P<
90478,ACC,N<,CO,>N,P<,PU
90479,N<,CO,CJT,P<,PU,
90480,CO,CJT,>N,PU,,
90481,CJT,>N,P<,,,
90482,,,,SUBJ,N<,SUBJ
90483,,,>N,N<,SUBJ,N<
90484,,>N,SUBJ,SUBJ,N<,SA
90485,>N,SUBJ,N<,N<,SA,>N
90486,SUBJ,N<,SUBJ,SA,>N,P<
90487,N<,SUBJ,N<,>N,P<,STA
90488,SUBJ,N<,SA,P<,STA,>N
90489,N<,SA,>N,STA,>N,ACC
90490,SA,>N,P<,>N,ACC,PU
90491,>N,P<,STA,ACC,PU,
90492,P<,STA,>N,PU,,
90493,STA,>N,ACC,,,
90494,,,,MV,SUBJ,N<
90495,,,STA,SUBJ,N<,PU
90496,,STA,MV,N<,PU,ADVL
90497,STA,MV,SUBJ,PU,ADVL,ACC
90498,MV,SUBJ,N<,ADVL,ACC,PU
90499,SUBJ,N<,PU,ACC,PU,CJT
90500,N<,PU,ADVL,PU,CJT,PU
90501,PU,ADVL,ACC,CJT,PU,CJT
90502,ADVL,ACC,PU,PU,CJT,CO
90503,ACC,PU,CJT,CJT,CO,CJT
90504,PU,CJT,PU,CO,CJT,PU
90505,CJT,PU,CJT,CJT,PU,
90506,PU,CJT,CO,PU,,
90507,CJT,CO,CJT,,,
90508,,,,ACC,MV,>N
90509,,,PU,MV,>N,SUBJ
90510,,PU,ACC,>N,SUBJ,N<
90511,PU,ACC,MV,SUBJ,N<,>N
90512,ACC,MV,>N,N<,>N,P<
90513,MV,>N,SUBJ,>N,P<,PU
90514,>N,SUBJ,N<,P<,PU,N<PRED
90515,SUBJ,N<,>N,PU,N<PRED,SC
90516,N<,>N,P<,N<PRED,SC,SC
90517,>N,P<,PU,SC,SC,N<
90518,P<,PU,N<PRED,SC,N<,P<
90519,PU,N<PRED,SC,N<,P<,N<ARGO
90520,N<PRED,SC,SC,P<,N<ARGO,P<
90521,SC,SC,N<,N<ARGO,P<,CO
90522,SC,N<,P<,P<,CO,SUBJ
90523,N<,P<,N<ARGO,CO,SUBJ,CJT
90524,P<,N<ARGO,P<,SUBJ,CJT,ACC
90525,N<ARGO,P<,CO,CJT,ACC,N<
90526,P<,CO,SUBJ,ACC,N<,P<
90527,CO,SUBJ,CJT,N<,P<,PU
90528,SUBJ,CJT,ACC,P<,PU,PU
90529,CJT,ACC,N<,PU,PU,STA
90530,ACC,N<,P<,PU,STA,SUBJ
90531,N<,P<,PU,STA,SUBJ,PU
90532,P<,PU,PU,SUBJ,PU,
90533,PU,PU,STA,PU,,
90534,PU,STA,SUBJ,,,
90535,,,,P<,PU,>N
90536,,,ADVL,PU,>N,SUBJ
90537,,ADVL,P<,>N,SUBJ,STA
90538,ADVL,P<,PU,SUBJ,STA,SC
90539,P<,PU,>N,STA,SC,>N
90540,PU,>N,SUBJ,SC,>N,P<
90541,>N,SUBJ,STA,>N,P<,N<
90542,SUBJ,STA,SC,P<,N<,SUBJ
90543,STA,SC,>N,N<,SUBJ,P<
90544,SC,>N,P<,SUBJ,P<,ADVL
90545,>N,P<,N<,P<,ADVL,>N
90546,P<,N<,SUBJ,ADVL,>N,P<
90547,N<,SUBJ,P<,>N,P<,N<
90548,SUBJ,P<,ADVL,P<,N<,SUBJ
90549,P<,ADVL,>N,N<,SUBJ,ADVL
90550,ADVL,>N,P<,SUBJ,ADVL,N<
90551,>N,P<,N<,ADVL,N<,ADVL
90552,P<,N<,SUBJ,N<,ADVL,>N
90553,N<,SUBJ,ADVL,ADVL,>N,P<
90554,SUBJ,ADVL,N<,>N,P<,PU
90555,ADVL,N<,ADVL,P<,PU,N<PRED
90556,N<,ADVL,>N,PU,N<PRED,CO
90557,ADVL,>N,P<,N<PRED,CO,CJT
90558,>N,P<,PU,CO,CJT,PU
90559,P<,PU,N<PRED,CJT,PU,
90560,PU,N<PRED,CO,PU,,
90561,N<PRED,CO,CJT,,,
90562,,,,SUBJ,STA,SC
90563,,,>N,STA,SC,>N
90564,,>N,SUBJ,SC,>N,ACC
